DT_DAY;TX_PROV_DESCR_NL
23-Feb-18;Provincie Antwerpen
05-Apr-18;Provincie Antwerpen
20-Jul-18;Provincie Antwerpen
31-Jul-18;Provincie Antwerpen
17-Aug-18;Provincie Antwerpen
13-May-18;Provincie Antwerpen
15-Oct-18;Provincie Antwerpen
28-Feb-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
09-Jan-18;Provincie Antwerpen
22-Jun-18;Provincie Antwerpen
29-May-18;Provincie Antwerpen
19-Jun-18;Provincie Antwerpen
04-Jul-18;Provincie Antwerpen
06-Sep-18;Provincie Antwerpen
13-Apr-18;Provincie Antwerpen
08-Jun-18;Provincie Antwerpen
25-Sep-18;Provincie Antwerpen
24-Jul-18;Provincie Antwerpen
04-Oct-18;Provincie Antwerpen
13-Oct-18;Provincie Antwerpen
23-Oct-18;Provincie Antwerpen
15-Aug-18;Provincie Antwerpen
15-Jan-18;Provincie Antwerpen
28-Jan-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
11-Mar-18;Provincie Antwerpen
16-May-18;Provincie Antwerpen
15-Jun-18;Provincie Antwerpen
14-Jun-18;Provincie Antwerpen
07-May-18;Provincie Antwerpen
15-Jan-18;Provincie Antwerpen
21-Aug-18;Provincie Antwerpen
12-Jun-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
05-Nov-18;Provincie Antwerpen
23-Aug-18;Provincie Antwerpen
24-Jan-18;Provincie Antwerpen
08-May-18;Provincie Antwerpen
18-Sep-18;Provincie Antwerpen
18-May-18;Provincie Antwerpen
14-Jul-18;Provincie Antwerpen
30-Jan-18;Provincie Antwerpen
25-Apr-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
06-Jun-18;Provincie Antwerpen
27-Jun-18;Provincie Antwerpen
31-Jan-18;Provincie Antwerpen
20-Mar-18;Provincie Antwerpen
16-Mar-18;Provincie Antwerpen
22-May-18;Provincie Antwerpen
24-Aug-18;Provincie Antwerpen
22-Jul-18;Provincie Antwerpen
14-Feb-18;Provincie Antwerpen
30-May-18;Provincie Antwerpen
06-May-18;Provincie Antwerpen
03-Jan-18;Provincie Antwerpen
06-Feb-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
15-Sep-18;Provincie Antwerpen
04-Jan-18;Provincie Antwerpen
20-Feb-18;Provincie Antwerpen
30-Mar-18;Provincie Antwerpen
02-Oct-18;Provincie Antwerpen
26-Jul-18;Provincie Antwerpen
21-Jan-18;Provincie Antwerpen
12-Feb-18;Provincie Antwerpen
11-Sep-18;Provincie Antwerpen
07-Oct-18;Provincie Antwerpen
02-Aug-18;Provincie Antwerpen
05-Jan-18;Provincie Antwerpen
13-Feb-18;Provincie Antwerpen
10-Sep-18;Provincie Antwerpen
06-Apr-18;Provincie Antwerpen
14-Sep-18;Provincie Antwerpen
11-May-18;Provincie Antwerpen
28-Aug-18;Provincie Antwerpen
06-Jul-18;Provincie Antwerpen
05-Feb-18;Provincie Antwerpen
03-Jan-18;Provincie Antwerpen
11-May-18;Provincie Antwerpen
31-Jul-18;Provincie Antwerpen
31-Jan-18;Provincie Antwerpen
25-Jan-18;Provincie Antwerpen
29-Jun-18;Provincie Antwerpen
11-Oct-18;Provincie Antwerpen
14-Mar-18;Provincie Antwerpen
25-May-18;Provincie Antwerpen
02-Feb-18;Provincie Antwerpen
11-Sep-18;Provincie Antwerpen
31-May-18;Provincie Antwerpen
18-Jul-18;Provincie Antwerpen
10-Feb-18;Provincie Antwerpen
19-Feb-18;Provincie Antwerpen
23-Feb-18;Provincie Antwerpen
22-Aug-18;Provincie Antwerpen
13-Jun-18;Provincie Antwerpen
12-Jun-18;Provincie Antwerpen
24-Sep-18;Provincie Antwerpen
16-Aug-18;Provincie Antwerpen
29-Oct-18;Provincie Antwerpen
15-May-18;Provincie Antwerpen
02-Jan-18;Provincie Antwerpen
08-May-18;Provincie Antwerpen
08-Jun-18;Provincie Antwerpen
05-Jun-18;Provincie Antwerpen
11-May-18;Provincie Antwerpen
09-Jan-18;Provincie Antwerpen
30-May-18;Provincie Antwerpen
19-Jul-18;Provincie Antwerpen
25-Jun-18;Provincie Antwerpen
17-Aug-18;Provincie Antwerpen
16-Feb-18;Provincie Antwerpen
11-Jun-18;Provincie Antwerpen
27-May-18;Provincie Antwerpen
06-Feb-18;Provincie Antwerpen
17-May-18;Provincie Antwerpen
05-Sep-18;Provincie Antwerpen
20-Jan-18;Provincie Antwerpen
18-Sep-18;Provincie Antwerpen
29-May-18;Provincie Antwerpen
18-Jan-18;Provincie Antwerpen
02-Oct-18;Provincie Antwerpen
29-Jan-18;Provincie Antwerpen
18-Sep-18;Provincie Antwerpen
25-Jan-18;Provincie Antwerpen
06-Apr-18;Provincie Antwerpen
24-May-18;Provincie Antwerpen
22-Apr-18;Provincie Antwerpen
11-Aug-18;Provincie Antwerpen
31-Aug-18;Provincie Antwerpen
16-May-18;Provincie Antwerpen
17-Mar-18;Provincie Antwerpen
08-Jun-18;Provincie Antwerpen
10-Jul-18;Provincie Antwerpen
08-Feb-18;Provincie Antwerpen
15-Jan-18;Provincie Antwerpen
31-Aug-18;Provincie Antwerpen
09-Jan-18;Provincie Antwerpen
24-Apr-18;Provincie Antwerpen
20-Sep-18;Provincie Antwerpen
06-Nov-18;Provincie Antwerpen
27-Jun-18;Provincie Antwerpen
23-Jul-18;Provincie Antwerpen
23-Sep-18;Provincie Antwerpen
30-May-18;Provincie Antwerpen
12-Jun-18;Provincie Antwerpen
15-Apr-18;Provincie Antwerpen
29-Aug-18;Provincie Antwerpen
21-Oct-18;Provincie Antwerpen
20-May-18;Provincie Antwerpen
03-Nov-18;Provincie Antwerpen
19-Oct-18;Provincie Antwerpen
22-Jun-18;Provincie Antwerpen
10-Jan-18;Provincie Antwerpen
12-Oct-18;Provincie Antwerpen
09-Jun-18;Provincie Antwerpen
17-Feb-18;Provincie Antwerpen
10-Jan-18;Provincie Antwerpen
07-Nov-18;Provincie Antwerpen
23-May-18;Provincie Antwerpen
28-Jan-18;Provincie Antwerpen
18-Oct-18;Provincie Antwerpen
12-Jan-18;Provincie Antwerpen
07-Mar-18;Provincie Antwerpen
20-Aug-18;Provincie Antwerpen
02-Sep-18;Provincie Antwerpen
15-Sep-18;Provincie Antwerpen
30-Mar-18;Provincie Antwerpen
23-May-18;Provincie Antwerpen
16-Mar-18;Provincie Antwerpen
15-Aug-18;Provincie Antwerpen
01-Aug-18;Provincie Antwerpen
27-Jun-18;Provincie Antwerpen
19-Oct-18;Provincie Antwerpen
04-Oct-18;Provincie Antwerpen
14-Mar-18;Provincie Antwerpen
24-Jul-18;Provincie Antwerpen
14-Jun-18;Provincie Antwerpen
07-Feb-18;Provincie Antwerpen
05-Jan-18;Provincie Antwerpen
29-Aug-18;Provincie Antwerpen
09-May-18;Provincie Antwerpen
10-Sep-18;Provincie Antwerpen
01-Jun-18;Provincie Antwerpen
17-Sep-18;Provincie Antwerpen
10-Jul-18;Provincie Antwerpen
17-Sep-18;Provincie Antwerpen
24-Apr-18;Provincie Antwerpen
24-Sep-18;Provincie Antwerpen
25-Mar-18;Provincie Antwerpen
12-Oct-18;Provincie Antwerpen
04-Jun-18;Provincie Antwerpen
03-Nov-18;Provincie Antwerpen
20-Mar-18;Provincie Antwerpen
27-Apr-18;Provincie Antwerpen
17-May-18;Provincie Antwerpen
27-Mar-18;Provincie Antwerpen
10-Apr-18;Provincie Antwerpen
15-Mar-18;Provincie Antwerpen
28-Sep-18;Provincie Antwerpen
21-Apr-18;Provincie Antwerpen
12-Mar-18;Provincie Antwerpen
20-Oct-18;Provincie Antwerpen
18-Oct-18;Provincie Antwerpen
26-Oct-18;Provincie Antwerpen
15-Jan-18;Provincie Antwerpen
22-May-18;Provincie Antwerpen
24-Apr-18;Provincie Antwerpen
21-Mar-18;Provincie Antwerpen
02-Aug-18;Provincie Antwerpen
03-Feb-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
21-Apr-18;Provincie Antwerpen
05-Mar-18;Provincie Antwerpen
08-Oct-18;Provincie Antwerpen
25-May-18;Provincie Antwerpen
24-Feb-18;Provincie Antwerpen
24-Oct-18;Provincie Antwerpen
10-Oct-18;Provincie Antwerpen
14-Feb-18;Provincie Antwerpen
07-Nov-18;Provincie Antwerpen
06-Aug-18;Provincie Antwerpen
10-Jan-18;Provincie Antwerpen
16-Feb-18;Provincie Antwerpen
08-Sep-18;Provincie Antwerpen
05-Jun-18;Provincie Antwerpen
16-Aug-18;Provincie Antwerpen
27-Apr-18;Provincie Antwerpen
13-Jan-18;Provincie Antwerpen
28-Aug-18;Provincie Antwerpen
01-Jul-18;Provincie Antwerpen
28-Feb-18;Provincie Antwerpen
25-Apr-18;Provincie Antwerpen
13-Jan-18;Provincie Antwerpen
16-Jun-18;Provincie Antwerpen
08-Jun-18;Provincie Antwerpen
17-Jul-18;Provincie Antwerpen
20-Jan-18;Provincie Antwerpen
20-Jun-18;Provincie Antwerpen
16-Mar-18;Provincie Antwerpen
15-Jan-18;Provincie Antwerpen
16-Jul-18;Provincie Antwerpen
02-Oct-18;Provincie Antwerpen
05-Sep-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
13-Apr-18;Provincie Antwerpen
26-Apr-18;Provincie Antwerpen
17-Feb-18;Provincie Antwerpen
13-Jan-18;Provincie Antwerpen
15-Jun-18;Provincie Antwerpen
20-May-18;Provincie Antwerpen
20-Apr-18;Provincie Antwerpen
31-Jul-18;Provincie Antwerpen
29-May-18;Provincie Antwerpen
19-Oct-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
23-Jan-18;Provincie Antwerpen
02-May-18;Provincie Antwerpen
24-Mar-18;Provincie Antwerpen
20-Mar-18;Provincie Antwerpen
16-Mar-18;Provincie Antwerpen
27-Jul-18;Provincie Antwerpen
30-Jul-18;Provincie Antwerpen
10-Oct-18;Provincie Antwerpen
27-Jul-18;Provincie Antwerpen
24-Jul-18;Provincie Antwerpen
04-Apr-18;Provincie Antwerpen
17-Jan-18;Provincie Antwerpen
21-Jan-18;Provincie Antwerpen
28-Feb-18;Provincie Antwerpen
19-Sep-18;Provincie Antwerpen
16-Apr-18;Provincie Antwerpen
18-Oct-18;Provincie Antwerpen
26-Sep-18;Provincie Antwerpen
11-Jan-18;Provincie Antwerpen
20-Feb-18;Provincie Antwerpen
04-Oct-18;Provincie Antwerpen
01-Feb-18;Provincie Antwerpen
08-May-18;Provincie Antwerpen
07-Aug-18;Provincie Antwerpen
04-Nov-18;Provincie Antwerpen
13-Mar-18;Provincie Antwerpen
24-Mar-18;Provincie Antwerpen
06-Jun-18;Provincie Antwerpen
28-May-18;Provincie Antwerpen
26-Sep-18;Provincie Antwerpen
11-Sep-18;Provincie Antwerpen
29-Jan-18;Provincie Antwerpen
27-Jan-18;Provincie Antwerpen
17-Apr-18;Provincie Antwerpen
15-Sep-18;Provincie Antwerpen
23-Oct-18;Provincie Antwerpen
06-May-18;Provincie Antwerpen
01-Oct-18;Provincie Antwerpen
22-Aug-18;Provincie Antwerpen
08-Jan-18;Provincie Antwerpen
25-Jul-18;Provincie Antwerpen
02-Jan-18;Provincie Antwerpen
17-Apr-18;Provincie Antwerpen
19-Jul-18;Provincie Antwerpen
26-Sep-18;Provincie Antwerpen
02-Aug-18;Provincie Antwerpen
24-Sep-18;Provincie Antwerpen
31-Oct-18;Provincie Antwerpen
09-May-18;Provincie Antwerpen
02-Jul-18;Provincie Antwerpen
08-Feb-18;Provincie Antwerpen
10-Apr-18;Provincie Antwerpen
30-Aug-18;Provincie Antwerpen
17-Jul-18;Provincie Antwerpen
06-Jul-18;Provincie Antwerpen
19-Jun-18;Provincie Antwerpen
03-Feb-18;Provincie Antwerpen
11-Jul-18;Provincie Antwerpen
02-May-18;Provincie Antwerpen
25-May-18;Provincie Antwerpen
17-Apr-18;Provincie Antwerpen
15-Jul-18;Provincie Antwerpen
20-Apr-18;Provincie Antwerpen
13-Sep-18;Provincie Antwerpen
26-Apr-18;Provincie Antwerpen
18-Oct-18;Provincie Antwerpen
27-Aug-18;Provincie Antwerpen
22-Mar-18;Provincie Antwerpen
11-Oct-18;Provincie Antwerpen
04-Aug-18;Provincie Antwerpen
04-Oct-18;Provincie Antwerpen
18-Mar-18;Provincie Antwerpen
01-Feb-18;Provincie Antwerpen
24-Jan-18;Provincie Antwerpen
01-Oct-18;Provincie Antwerpen
03-Oct-18;Provincie Antwerpen
28-Apr-18;Provincie Antwerpen
15-Mar-18;Provincie Antwerpen
18-Apr-18;Provincie Antwerpen
19-Mar-18;Provincie Antwerpen
04-Jul-18;Provincie Antwerpen
10-Jan-18;Provincie Antwerpen
11-Sep-18;Provincie Antwerpen
10-Jan-18;Provincie Antwerpen
28-Feb-18;Provincie Antwerpen
22-Aug-18;Provincie Antwerpen
22-May-18;Provincie Antwerpen
08-Oct-18;Provincie Antwerpen
02-Jun-18;Provincie Antwerpen
04-Nov-18;Provincie Antwerpen
31-Oct-18;Provincie Antwerpen
08-Oct-18;Provincie Antwerpen
28-Aug-18;Provincie Antwerpen
13-Jan-18;Provincie Antwerpen
11-Feb-18;Provincie Antwerpen
13-Oct-18;Provincie Antwerpen
10-Jul-18;Provincie Antwerpen
24-Apr-18;Provincie Antwerpen
07-Nov-18;Provincie Antwerpen
15-May-18;Provincie Antwerpen
02-May-18;Provincie Antwerpen
08-Jul-18;Provincie Antwerpen
11-Jun-18;Provincie Antwerpen
20-Feb-18;Provincie Antwerpen
04-Oct-18;Provincie Antwerpen
13-Jul-18;Provincie Antwerpen
06-Apr-18;Provincie Antwerpen
16-Oct-18;Provincie Antwerpen
30-Aug-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
15-Apr-18;Provincie Antwerpen
27-Sep-18;Provincie Antwerpen
08-Sep-18;Provincie Antwerpen
26-Apr-18;Provincie Antwerpen
29-Aug-18;Provincie Antwerpen
24-May-18;Provincie Antwerpen
09-Jan-18;Provincie Antwerpen
19-Jun-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
06-Nov-18;Provincie Antwerpen
18-Jan-18;Provincie Antwerpen
10-Jul-18;Provincie Antwerpen
01-Feb-18;Provincie Antwerpen
26-May-18;Provincie Antwerpen
29-Oct-18;Provincie Antwerpen
28-Apr-18;Provincie Antwerpen
23-May-18;Provincie Antwerpen
08-Aug-18;Provincie Antwerpen
23-Aug-18;Provincie Antwerpen
26-Jul-18;Provincie Antwerpen
18-Mar-18;Provincie Antwerpen
28-May-18;Provincie Antwerpen
04-Jun-18;Provincie Antwerpen
19-Sep-18;Provincie Antwerpen
02-Jun-18;Provincie Antwerpen
28-Mar-18;Provincie Antwerpen
08-Mar-18;Provincie Antwerpen
10-Oct-18;Provincie Antwerpen
06-Apr-18;Provincie Antwerpen
12-Jan-18;Provincie Antwerpen
09-Oct-18;Provincie Antwerpen
20-Feb-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
06-Mar-18;Provincie Antwerpen
17-Sep-18;Provincie Antwerpen
25-Jul-18;Provincie Antwerpen
24-Jul-18;Provincie Antwerpen
27-Jan-18;Provincie Antwerpen
26-Feb-18;Provincie Antwerpen
24-Jan-18;Provincie Antwerpen
15-May-18;Provincie Antwerpen
08-Aug-18;Provincie Antwerpen
21-Jun-18;Provincie Antwerpen
25-Jul-18;Provincie Antwerpen
07-Feb-18;Provincie Antwerpen
26-Mar-18;Provincie Antwerpen
13-Aug-18;Provincie Antwerpen
08-Aug-18;Provincie Antwerpen
18-May-18;Provincie Antwerpen
28-May-18;Provincie Antwerpen
21-Apr-18;Provincie Antwerpen
25-May-18;Provincie Antwerpen
05-Jul-18;Provincie Antwerpen
20-Oct-18;Provincie Antwerpen
03-Apr-18;Provincie Antwerpen
06-Aug-18;Provincie Antwerpen
16-Mar-18;Provincie Antwerpen
07-Oct-18;Provincie Antwerpen
20-Apr-18;Provincie Antwerpen
31-May-18;Provincie Antwerpen
14-Apr-18;Provincie Antwerpen
12-Jan-18;Provincie Antwerpen
30-Jan-18;Provincie Antwerpen
01-Sep-18;Provincie Antwerpen
10-Sep-18;Provincie Antwerpen
14-Mar-18;Provincie Antwerpen
04-Sep-18;Provincie Antwerpen
27-Jul-18;Provincie Antwerpen
21-Feb-18;Provincie Antwerpen
09-Jan-18;Provincie Antwerpen
04-Oct-18;Provincie Antwerpen
18-May-18;Provincie Antwerpen
07-Jun-18;Provincie Antwerpen
22-Feb-18;Provincie Antwerpen
30-Mar-18;Provincie Antwerpen
07-Aug-18;Provincie Antwerpen
29-Sep-18;Provincie Antwerpen
28-Feb-18;Provincie Antwerpen
21-Sep-18;Provincie Antwerpen
25-Apr-18;Provincie Antwerpen
27-Oct-18;Provincie Antwerpen
10-Aug-18;Provincie Antwerpen
17-Oct-18;Provincie Antwerpen
19-Apr-18;Provincie Antwerpen
19-Apr-18;Provincie Antwerpen
01-Oct-18;Provincie Antwerpen
05-Feb-18;Provincie Antwerpen
04-Oct-18;Provincie Antwerpen
18-Sep-18;Provincie Antwerpen
17-Feb-18;Provincie Antwerpen
19-May-18;Provincie Antwerpen
04-Aug-18;Provincie Antwerpen
09-Apr-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
09-Oct-18;Provincie Antwerpen
26-Jul-18;Provincie Antwerpen
14-Sep-18;Provincie Antwerpen
11-Mar-18;Provincie Antwerpen
29-Jul-18;Provincie Antwerpen
08-Jan-18;Provincie Antwerpen
18-Oct-18;Provincie Antwerpen
10-Jan-18;Provincie Antwerpen
26-Jan-18;Provincie Antwerpen
07-Jul-18;Provincie Antwerpen
05-Sep-18;Provincie Antwerpen
17-Oct-18;Provincie Antwerpen
20-May-18;Provincie Antwerpen
11-Oct-18;Provincie Antwerpen
19-Jun-18;Provincie Antwerpen
08-Apr-18;Provincie Antwerpen
08-Jan-18;Provincie Antwerpen
13-Apr-18;Provincie Antwerpen
01-May-18;Provincie Antwerpen
27-Oct-18;Provincie Antwerpen
05-Feb-18;Provincie Antwerpen
08-Feb-18;Provincie Antwerpen
31-Aug-18;Provincie Antwerpen
08-May-18;Provincie Antwerpen
22-Jul-18;Provincie Antwerpen
02-Mar-18;Provincie Antwerpen
07-Jul-18;Provincie Antwerpen
31-May-18;Provincie Antwerpen
16-Jun-18;Provincie Antwerpen
12-Oct-18;Provincie Antwerpen
01-Oct-18;Provincie Antwerpen
21-Jun-18;Provincie Antwerpen
29-Sep-18;Provincie Antwerpen
13-Oct-18;Provincie Antwerpen
05-Sep-18;Provincie Antwerpen
22-Jan-18;Provincie Antwerpen
30-Oct-18;Provincie Antwerpen
11-May-18;Provincie Antwerpen
23-Oct-18;Provincie Antwerpen
25-Jul-18;Provincie Antwerpen
29-Jun-18;Provincie Antwerpen
14-Jul-18;Provincie Antwerpen
17-Sep-18;Provincie Antwerpen
26-Apr-18;Provincie Antwerpen
19-Mar-18;Provincie Antwerpen
27-Oct-18;Provincie Antwerpen
15-Feb-18;Provincie Antwerpen
10-Oct-18;Provincie Antwerpen
27-Jan-18;Provincie Antwerpen
04-Jul-18;Provincie Antwerpen
25-May-18;Provincie Antwerpen
18-Mar-18;Provincie Antwerpen
24-Jul-18;Provincie Antwerpen
27-Jun-18;Provincie Antwerpen
28-Jul-18;Provincie Antwerpen
22-May-18;Provincie Antwerpen
08-Feb-18;Provincie Antwerpen
21-Feb-18;Provincie Antwerpen
20-Jul-18;Provincie Antwerpen
22-Mar-18;Provincie Antwerpen
28-May-18;Provincie Antwerpen
20-Mar-18;Provincie Antwerpen
10-Aug-18;Provincie Antwerpen
11-Jan-18;Provincie Antwerpen
21-Sep-18;Provincie Antwerpen
10-Oct-18;Provincie Antwerpen
13-Aug-18;Provincie Antwerpen
07-Jun-18;Provincie Antwerpen
02-Jun-18;Provincie Antwerpen
09-Jan-18;Provincie Antwerpen
09-Mar-18;Provincie Antwerpen
15-Sep-18;Provincie Antwerpen
10-Jul-18;Provincie Antwerpen
18-Apr-18;Provincie Antwerpen
03-Feb-18;Provincie Antwerpen
31-Oct-18;Provincie Antwerpen
29-Jan-18;Provincie Antwerpen
18-Jan-18;Provincie Antwerpen
28-Jul-18;Provincie Antwerpen
09-Feb-18;Provincie Antwerpen
26-Jun-18;Provincie Antwerpen
09-Mar-18;Provincie Antwerpen
23-Feb-18;Provincie Antwerpen
23-May-18;Provincie Antwerpen
28-Apr-18;Provincie Antwerpen
16-Jul-18;Provincie Antwerpen
27-Jun-18;Provincie Antwerpen
26-Sep-18;Provincie Antwerpen
01-Nov-18;Provincie Antwerpen
23-Oct-18;Provincie Antwerpen
21-Jan-18;Provincie Antwerpen
05-Mar-18;Provincie Antwerpen
14-Feb-18;Provincie Antwerpen
10-Mar-18;Provincie Antwerpen
16-May-18;Provincie Antwerpen
04-Jul-18;Provincie Antwerpen
27-Sep-18;Provincie Antwerpen
28-Jun-18;Provincie Antwerpen
05-Mar-18;Provincie Antwerpen
20-Feb-18;Provincie Antwerpen
19-Oct-18;Provincie Antwerpen
20-Apr-18;Provincie Antwerpen
28-Aug-18;Provincie Antwerpen
18-May-18;Provincie Antwerpen
21-Oct-18;Provincie Antwerpen
09-Mar-18;Provincie Antwerpen
23-Oct-18;Provincie Antwerpen
25-Jun-18;Provincie Antwerpen
06-Sep-18;Provincie Antwerpen
13-Mar-18;Provincie Antwerpen
11-Feb-18;Provincie Antwerpen
12-Jun-18;Provincie Antwerpen
05-May-18;Provincie Antwerpen
29-Jun-18;Provincie Antwerpen
18-Oct-18;Provincie Antwerpen
08-Jan-18;Provincie Antwerpen
26-Sep-18;Provincie Antwerpen
27-Mar-18;Provincie Antwerpen
30-Jan-18;Provincie Antwerpen
19-Jun-18;Provincie Antwerpen
29-May-18;Provincie Antwerpen
19-Sep-18;Provincie Antwerpen
15-May-18;Provincie Antwerpen
17-May-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
12-Oct-18;Provincie Antwerpen
11-Apr-18;Provincie Antwerpen
04-Aug-18;Provincie Antwerpen
19-Sep-18;Provincie Antwerpen
26-Sep-18;Provincie Antwerpen
18-Sep-18;Provincie Antwerpen
02-Mar-18;Provincie Antwerpen
13-Apr-18;Provincie Antwerpen
21-Jun-18;Provincie Antwerpen
15-Apr-18;Provincie Antwerpen
22-Feb-18;Provincie Antwerpen
04-May-18;Provincie Antwerpen
21-Sep-18;Provincie Antwerpen
01-Sep-18;Provincie Antwerpen
05-Jul-18;Provincie Antwerpen
12-Jun-18;Provincie Antwerpen
04-Jul-18;Provincie Antwerpen
28-Sep-18;Provincie Antwerpen
04-Sep-18;Provincie Antwerpen
02-Jul-18;Provincie Antwerpen
07-Mar-18;Provincie Antwerpen
12-Oct-18;Provincie Antwerpen
16-Jun-18;Provincie Antwerpen
05-Nov-18;Provincie Antwerpen
31-May-18;Provincie Antwerpen
22-Feb-18;Provincie Antwerpen
27-Aug-18;Provincie Antwerpen
12-May-18;Provincie Antwerpen
15-Oct-18;Provincie Antwerpen
30-Oct-18;Provincie Antwerpen
14-Jul-18;Provincie Antwerpen
26-Sep-18;Provincie Antwerpen
26-Jul-18;Provincie Antwerpen
13-Jul-18;Provincie Antwerpen
10-Feb-18;Provincie Antwerpen
14-Jul-18;Provincie Antwerpen
21-Sep-18;Provincie Antwerpen
21-Sep-18;Provincie Antwerpen
14-Aug-18;Provincie Antwerpen
26-Jan-18;Provincie Antwerpen
16-Aug-18;Provincie Antwerpen
05-May-18;Provincie Antwerpen
07-May-18;Provincie Antwerpen
08-Mar-18;Provincie Antwerpen
30-Aug-18;Provincie Antwerpen
08-Feb-18;Provincie Antwerpen
25-Jun-18;Provincie Antwerpen
29-Jun-18;Provincie Antwerpen
20-Mar-18;Provincie Antwerpen
07-Jul-18;Provincie Antwerpen
11-Apr-18;Provincie Antwerpen
01-Apr-18;Provincie Antwerpen
22-Jul-18;Provincie Antwerpen
12-Oct-18;Provincie Antwerpen
07-Jul-18;Provincie Antwerpen
13-Oct-18;Provincie Antwerpen
28-Jun-18;Provincie Antwerpen
05-Feb-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
19-Oct-18;Provincie Antwerpen
22-Sep-18;Provincie Antwerpen
03-Sep-18;Provincie Antwerpen
31-Jul-18;Provincie Antwerpen
26-Jun-18;Provincie Antwerpen
13-Aug-18;Provincie Antwerpen
08-Aug-18;Provincie Antwerpen
14-Aug-18;Provincie Antwerpen
03-May-18;Provincie Antwerpen
15-Feb-18;Provincie Antwerpen
26-Mar-18;Provincie Antwerpen
30-Sep-18;Provincie Antwerpen
22-May-18;Provincie Antwerpen
21-Sep-18;Provincie Antwerpen
05-Oct-18;Provincie Antwerpen
27-Oct-18;Provincie Antwerpen
13-Jul-18;Provincie Antwerpen
18-Oct-18;Provincie Antwerpen
05-Jun-18;Provincie Antwerpen
23-Mar-18;Provincie Antwerpen
24-Aug-18;Provincie Antwerpen
07-Nov-18;Provincie Antwerpen
29-Apr-18;Provincie Antwerpen
15-Apr-18;Provincie Antwerpen
30-Mar-18;Provincie Antwerpen
04-Jul-18;Provincie Antwerpen
23-Jul-18;Provincie Antwerpen
01-Oct-18;Provincie Antwerpen
12-Oct-18;Provincie Antwerpen
14-Oct-18;Provincie Antwerpen
15-Jan-18;Provincie Antwerpen
25-Jan-18;Provincie Antwerpen
15-Oct-18;Provincie Antwerpen
19-Apr-18;Provincie Antwerpen
04-May-18;Provincie Antwerpen
12-Sep-18;Provincie Antwerpen
08-May-18;Provincie Antwerpen
05-Jul-18;Provincie Antwerpen
03-Oct-18;Provincie Antwerpen
16-Aug-18;Provincie Antwerpen
25-Jun-18;Provincie Antwerpen
25-Jun-18;Provincie Antwerpen
23-Aug-18;Provincie Antwerpen
29-Aug-18;Provincie Antwerpen
19-Jun-18;Provincie Antwerpen
17-May-18;Provincie Antwerpen
25-Sep-18;Provincie Antwerpen
13-Jun-18;Provincie Antwerpen
16-Apr-18;Provincie Antwerpen
03-Jul-18;Provincie Antwerpen
27-Aug-18;Provincie Antwerpen
12-Feb-18;Provincie Antwerpen
08-Oct-18;Provincie Antwerpen
29-Apr-18;Provincie Antwerpen
08-Aug-18;Provincie Antwerpen
18-Sep-18;Provincie Antwerpen
18-Feb-18;Provincie Antwerpen
03-Apr-18;Provincie Antwerpen
21-Jul-18;Provincie Antwerpen
10-Oct-18;Provincie Antwerpen
23-Oct-18;Provincie Antwerpen
17-Oct-18;Provincie Antwerpen
26-Aug-18;Provincie Antwerpen
21-Sep-18;Provincie Antwerpen
04-Feb-18;Provincie Antwerpen
06-Apr-18;Provincie Antwerpen
01-Aug-18;Provincie Antwerpen
